,sentence,Word,Tag,POS
14807,sentence : 761,HAPPY,O,JJ
14808,sentence : 761,FRIDAY,O,NNP
14810,sentence : 761,~madi,O,NN
14811,sentence : 762,Did,O,NNP
14812,sentence : 762,@kanyewest,O,NNP
14813,sentence : 762,drop,O,NN
14814,sentence : 762,his,O,PRP$
14815,sentence : 762,Good,B,JJ
14816,sentence : 762,Friday,I,NNP
14817,sentence : 762,song,O,NN
14818,sentence : 762,yet,O,RB
14819,sentence : 762,today,O,NN
14820,sentence : 762,?,O,.
14821,sentence : 763,So,O,RB
14822,sentence : 763,far,O,RB
14823,sentence : 763,this,O,DT
14824,sentence : 763,day,O,NN
14825,sentence : 763,xxx,O,VBZ
14826,sentence : 763,;,O,:
14827,sentence : 763,t,O,VB
14828,sentence : 763,gone,O,VBN
14829,sentence : 763,to,O,TO
14830,sentence : 763,well,O,RB
14832,sentence : 763,hopefully,O,RB
14833,sentence : 763,my,O,PRP$
14834,sentence : 763,night,O,NN
14835,sentence : 763,will,O,MD
14836,sentence : 763,be,O,VB
14837,sentence : 763,better,O,RB
14839,sentence : 764,Lines,O,NNS
14840,sentence : 764,for,O,IN
14841,sentence : 764,Tonight,O,NNP
14842,sentence : 764,'s,O,POS
14843,sentence : 764,game,O,NN
14844,sentence : 764,9:00,O,CD
14845,sentence : 764,pm,O,NN
14846,sentence : 764,at,O,IN
14847,sentence : 764,Burnaby,B,NNP
14848,sentence : 764,8Rinks,O,CD
14850,sentence : 764,Please,O,NNP
14851,sentence : 764,note,O,NN
14853,sentence : 764,these,O,DT
14854,sentence : 764,are,O,VBP
14855,sentence : 764,not,O,RB
14856,sentence : 764,the,O,DT
14857,sentence : 764,lines,O,NNS
14858,sentence : 764,for,O,IN
14859,sentence : 764,showering,O,VBG
14860,sentence : 764,tonight,O,NN
14862,sentence : 764,http://twitpic.com/2pducs,O,NN
14863,sentence : 765,Latest,O,NNP
14864,sentence : 765,Fsbo,O,NNP
14865,sentence : 765,Auctions,O,NNP
14866,sentence : 765,|,O,NNP
14867,sentence : 765,No,O,NNP
14868,sentence : 765,Qualifying,O,NNP
14869,sentence : 765,Loan,O,NNP
14871,sentence : 765,US,O,NNP
14872,sentence : 765,$,O,$
14873,sentence : 765,32,O,CD
14875,sentence : 765,End,O,NN
14876,sentence : 765,Date,O,NN
14878,sentence : 765,Tuesday,O,NNP
14879,sentence : 765,Oct-12-2010,O,NNP
14880,sentence : 765,20:30,O,CD
14882,sentence : 765,22,O,CD
14883,sentence : 765,PDT,O,NNP
14884,sentence : 765,Buy,O,NNP
14885,sentence : 765,It,O,PRP
14886,sentence : 765,Now,O,RB
14887,sentence : 765,for,O,IN
14888,sentence : 765,on,O,IN
14890,sentence : 765,http://bit.ly/9IV2ex,O,NN
14891,sentence : 766,Every,O,NNP
14892,sentence : 766,time,O,NN
14893,sentence : 766,I,O,PRP
14894,sentence : 766,watch,O,VBP
14895,sentence : 766,Donnie,B,NNP
14896,sentence : 766,Hathaway,I,NNP
14897,sentence : 766,'s,O,POS
14898,sentence : 766,Unsung,B,NNP
14899,sentence : 766,I,O,PRP
14900,sentence : 766,just,O,RB
14901,sentence : 766,get,O,VB
14902,sentence : 766,speechless,O,NN
14903,sentence : 766,in,O,IN
14904,sentence : 766,amazement,O,NN
14906,sentence : 766,He,O,PRP
14907,sentence : 766,would,O,MD
14908,sentence : 766,be,O,VB
14909,sentence : 766,sooooo,O,JJ
14910,sentence : 766,proud,O,NN
14911,sentence : 766,of,O,IN
14912,sentence : 766,his,O,PRP$
14913,sentence : 766,children,O,NNS
14914,sentence : 766,if,O,IN
14915,sentence : 766,he,O,PRP
14916,sentence : 766,were,O,VBD
14917,sentence : 766,alive,O,JJ
14918,sentence : 767,No,O,NNP
14920,sentence : 767,The,O,DT
14921,sentence : 767,Pope,B,NNP
14922,sentence : 767,asked,O,VBD
14923,sentence : 767,me,O,PRP
14924,sentence : 767,to,O,TO
14925,sentence : 767,stay,O,VB
14926,sentence : 767,after,O,IN
14927,sentence : 767,class,O,NN
14929,sentence : 767,#moviedialoguewithpopesubstitute,O,JJ
14930,sentence : 768,ANW,O,NNP
14932,sentence : 768,Update,O,NN
14934,sentence : 768,TMZ,B,NNP
14935,sentence : 768,Reporting,O,NNP
14936,sentence : 768,Lindsay,B,NNP
14937,sentence : 768,Lohan,I,NNP
14938,sentence : 768,Just,O,NNP
14939,sentence : 768,Failed,O,VBD
14940,sentence : 768,Her,O,PRP$
14941,sentence : 768,Drug,O,JJ
14942,sentence : 768,Test,O,NN
14944,sentence : 768,We,O,PRP
14945,sentence : 768,just,O,RB
14946,sentence : 768,congratulated,O,VBD
14947,sentence : 768,Lindsay,B,NNP
14948,sentence : 768,an,O,DT
14949,sentence : 768,hour,O,NN
14950,sentence : 768,ago,O,RB
14951,sentence : 768,on,O,IN
14952,sentence : 768,h,O,NN
14954,sentence : 768,http://bit.ly/a2lhpa,O,NN
14955,sentence : 769,Is,O,VBZ
14956,sentence : 769,so,O,RB
14957,sentence : 769,excited,O,JJ
14958,sentence : 769,to,O,TO
14959,sentence : 769,get,O,VB
14960,sentence : 769,some,O,DT
14961,sentence : 769,dancing,O,VBG
14962,sentence : 769,done,O,VBN
14963,sentence : 769,tonight,O,NN
14964,sentence : 769,with,O,IN
14965,sentence : 769,@jdsamson,O,JJ
14966,sentence : 769,/MEN,O,NN
14967,sentence : 769,at,O,IN
14968,sentence : 769,The,B,DT
14969,sentence : 769,Echo,I,NNP
14971,sentence : 770,#ff,O,NN
14972,sentence : 770,@eops,O,VBZ
14973,sentence : 770,to,O,TO
14974,sentence : 770,cheer,O,VB
14975,sentence : 770,him,O,PRP
14976,sentence : 770,up,O,RB
14978,sentence : 770,he,O,PRP
14979,sentence : 770,'s,O,VBZ
14980,sentence : 770,not,O,RB
14981,sentence : 770,feeling,O,VBG
14982,sentence : 770,so,O,RB
14983,sentence : 770,hot,O,JJ
14984,sentence : 770,today,O,NN
14986,sentence : 770,(and,O,VB
14987,sentence : 770,send,O,VBP
14988,sentence : 770,him,O,PRP
14989,sentence : 770,some,O,DT
14990,sentence : 770,virtual,O,JJ
14991,sentence : 770,soup,O,NN
14992,sentence : 770,),O,)
14993,sentence : 771,J,O,NNP
14994,sentence : 771,shaken,O,VBN
14995,sentence : 771,hands,O,NNS
14996,sentence : 771,w/santana,O,RBR
14997,sentence : 771,and/fatt,O,RB
14998,sentence : 771,lady,O,JJ
14999,sentence : 771,like,O,IN
15000,sentence : 771,no,O,DT
15001,sentence : 771,otherQuote,O,NN
15003,sentence : 771,this,O,DT
15004,sentence : 771,ought,O,MD
15005,sentence : 771,to,O,TO
15006,sentence : 771,get,O,VB
15007,sentence : 771,my,O,PRP$
15008,sentence : 771,ratins,O,NNS
15009,sentence : 771,up,O,RP
15010,sentence : 771,before,O,IN
15011,sentence : 771,Conan,B,NNP
15012,sentence : 771,Get,O,NNP
15013,sentence : 771,back-Big,O,JJ
15014,sentence : 771,Jack,O,NNP
15015,sentence : 771,Off,O,NNP
15016,sentence : 771,show-1,O,NN
15017,sentence : 771,4,O,CD
15018,sentence : 771,me,O,PRP
15020,sentence : 772,I'm,O,NNP
15021,sentence : 772,making,O,VBG
15022,sentence : 772,Thai,O,NNP
15023,sentence : 772,food,O,NN
15024,sentence : 772,tonight,O,NN
15025,sentence : 773,Today,O,NNP
15026,sentence : 773,is,O,VBZ
15027,sentence : 773,a,O,DT
15028,sentence : 773,logistical,O,JJ
15029,sentence : 773,nightmare,O,NN
15031,sentence : 773,Committed,O,VBN
15032,sentence : 773,to,O,TO
15033,sentence : 773,a,O,DT
15034,sentence : 773,b'day,O,JJ
15035,sentence : 773,party,O,NN
15036,sentence : 773,attendance,O,NN
15037,sentence : 773,but,O,CC
15038,sentence : 773,discover,O,NN
15039,sentence : 773,I,O,PRP
15040,sentence : 773,have,O,VBP
15041,sentence : 773,2,O,CD
15042,sentence : 773,kids,O,NNS
15044,sentence : 773,no,O,DT
15045,sentence : 773,car,O,NN
15046,sentence : 773,&amp;,O,VBZ
15047,sentence : 773,only,O,RB
15048,sentence : 773,plastic,O,JJ
15049,sentence : 773,money,O,NN
15051,sentence : 773,#amplotting,O,VBG
15052,sentence : 774,RT,O,NNP
15053,sentence : 774,@angelfrmcanada,O,NN
15055,sentence : 774,RT,O,NNP
15056,sentence : 774,@kraftfoods,O,NNS
15057,sentence : 774,Each,O,DT
15058,sentence : 774,time,O,NN
15059,sentence : 774,you,O,PRP
15060,sentence : 774,RT,O,VBP
15061,sentence : 774,this,O,DT
15062,sentence : 774,&amp;,O,NNP
15063,sentence : 774,include,O,VBP
15064,sentence : 774,#KraftFightsHunger,O,NNP
15066,sentence : 774,we'll,O,NN
15067,sentence : 774,donate,O,VB
15068,sentence : 774,a,O,DT
15069,sentence : 774,meal,O,NN
15070,sentence : 774,to,O,TO
15071,sentence : 774,@FeedingAmerica,O,VB
15072,sentence : 774,Give,O,NNP
15073,sentence : 774,us,O,PRP
15074,sentence : 774,a,O,DT
15076,sentence : 775,FAN,O,NNP
15077,sentence : 775,Art,O,NNP
15078,sentence : 775,in,O,IN
15079,sentence : 775,Club,B,NNP
15080,sentence : 775,Penguin,I,NNP
15081,sentence : 775,:),O,NN
15083,sentence : 775,Here,O,RB
15084,sentence : 775,are,O,VBP
15085,sentence : 775,this,O,DT
15086,sentence : 775,weeks,O,NNS
15087,sentence : 775,Club,B,NNP
15088,sentence : 775,Penguin,I,NNP
15089,sentence : 775,FUN,O,NNP
15090,sentence : 775,Art,O,NNP
15091,sentence : 775,Drawings,O,NNP
15092,sentence : 775,:),O,VBD
15093,sentence : 775,The,O,DT
15094,sentence : 775,Snow,O,NNP
15095,sentence : 775,Fort,O,NNP
15096,sentence : 775,is,O,VBZ
15097,sentence : 775,a,O,DT
15098,sentence : 775,Super,O,NNP
15099,sentence : 775,FUN,O,NNP
15100,sentence : 775,Plac,O,NNP
15102,sentence : 775,http://bit.ly/bCc2MS,O,NN
15103,sentence : 776,@KaulitzClub,O,JJ
15104,sentence : 776,Hahaha,O,NNP
15106,sentence : 776,We,O,PRP
15107,sentence : 776,dance,O,VBP
15109,sentence : 776,eat,O,NN
15111,sentence : 776,drink,O,NN
15113,sentence : 776,and,O,CC
15114,sentence : 776,talk,O,VB
15115,sentence : 776,EVERYTIME,O,NNP
15116,sentence : 776,we,O,PRP
15117,sentence : 776,get,O,VBP
15118,sentence : 776,together,O,RB
15120,sentence : 776,And,O,CC
15121,sentence : 776,it,O,PRP
15122,sentence : 776,'s,O,VBZ
15123,sentence : 776,been,O,VBN
15124,sentence : 776,this,O,DT
15125,sentence : 776,way,O,NN
15126,sentence : 776,for,O,IN
15127,sentence : 776,like,O,IN
15128,sentence : 776,years,O,NNS
15129,sentence : 776,now,O,RB
15131,sentence : 777,Gotta,O,NNP
15132,sentence : 777,love,O,VBD
15133,sentence : 777,the,O,DT
15134,sentence : 777,bumper,O,NN
15135,sentence : 777,stickers,O,NNS
15136,sentence : 777,of,O,IN
15137,sentence : 777,Fayette,B,NNP
15138,sentence : 777,County,I,NNP
15141,sentence : 777,Ever,O,RB
15142,sentence : 777,wonder,O,VBP
15143,sentence : 777,if,O,IN
15144,sentence : 777,there,O,EX
15145,sentence : 777,is,O,VBZ
15146,sentence : 777,life,O,NN
15147,sentence : 777,after,O,IN
15148,sentence : 777,death,O,NN
15149,sentence : 777,?,O,.
15150,sentence : 777,Touch,O,JJ
15151,sentence : 777,my,O,PRP$
15152,sentence : 777,truck,O,NN
15153,sentence : 777,and,O,CC
15154,sentence : 777,'ll,O,MD
15155,sentence : 777,find,O,VB
15156,sentence : 777,out,O,RP
15158,sentence : 778,RT,O,NNP
15159,sentence : 778,@Lexus4u,O,NN
15161,sentence : 778,OK,O,CC
15162,sentence : 778,SO,O,IN
15163,sentence : 778,WE,O,NNP
15164,sentence : 778,ARE,O,NNP
15165,sentence : 778,HAVING,O,NNP
15166,sentence : 778,A,O,NNP
15167,sentence : 778,POOL,O,NNP
15168,sentence : 778,PARTY,O,NNP
15169,sentence : 778,TONITE,O,NNP
15171,sentence : 778,HOPEFULLY,O,NNP
15172,sentence : 778,I,O,PRP
15173,sentence : 778,CAN,O,NNP
15174,sentence : 778,C,O,NNP
15175,sentence : 778,SUM,O,NNP
15176,sentence : 778,EYE,O,NNP
15177,sentence : 778,CANDY,O,NNP
15179,sentence : 778,LOL,O,NNP
15180,sentence : 779,All,O,NNP
15181,sentence : 779,night,O,NN
15182,sentence : 779,long,O,RB
15183,sentence : 779,RT,O,NNP
15184,sentence : 779,@FauxSuhlenaa,O,NN
15186,sentence : 779,I,O,PRP
15187,sentence : 779,rape,O,VBP
15188,sentence : 779,Nick,B,NNP
15189,sentence : 779,Jonas,I,NNP
15191,sentence : 780,DJ,O,NNP
15192,sentence : 780,set,O,VBD
15193,sentence : 780,at,O,IN
15194,sentence : 780,The,B,DT
15195,sentence : 780,Standard,I,NNP
15196,sentence : 780,in,O,IN
15197,sentence : 780,LA,B,NNP
15198,sentence : 780,tonight,O,NN
15200,sentence : 780,http://fb.me/I91IUaEq,O,JJ
15201,sentence : 781,Look,O,NNP
15202,sentence : 781,n,O,MD
15203,sentence : 781,feel,O,VB
15204,sentence : 781,like,O,IN
15205,sentence : 781,a,O,DT
15206,sentence : 781,complete,O,JJ
15207,sentence : 781,heffa,O,NN
15208,sentence : 781,today,O,NN
15210,sentence : 781,FML,O,NNP
15212,sentence : 782,Peppers,B,NNS
15213,sentence : 782,with,O,IN
15214,sentence : 782,Kathy,B,NNP
15216,sentence : 782,where,O,WRB
15217,sentence : 782,we,O,PRP
15218,sentence : 782,always,O,RB
15219,sentence : 782,go,O,VBP
15220,sentence : 782,when,O,WRB
15221,sentence : 782,we,O,PRP
15222,sentence : 782,don't,O,VBP
15223,sentence : 782,know,O,VB
15224,sentence : 782,where,O,WRB
15225,sentence : 782,to,O,TO
15226,sentence : 782,go,O,VB
15229,sentence : 783,it,O,PRP
15230,sentence : 783,'s,O,VBZ
15231,sentence : 783,that,O,IN
15232,sentence : 783,time,O,NN
15233,sentence : 783,of,O,IN
15234,sentence : 783,year,O,NN
15235,sentence : 783,when,O,WRB
15236,sentence : 783,dreams,O,NN
15237,sentence : 783,of,O,IN
15238,sentence : 783,glassy,O,JJ
15239,sentence : 783,waves,O,NNS
15240,sentence : 783,turn,O,VBP
15241,sentence : 783,to,O,TO
15242,sentence : 783,fluffy,O,VB
15243,sentence : 783,powder,O,NN
15245,sentence : 783,neither,O,NN
15246,sentence : 783,of,O,IN
15247,sentence : 783,which,O,WDT
15248,sentence : 783,I,O,PRP
15249,sentence : 783,will,O,MD
15250,sentence : 783,get,O,VB
15251,sentence : 783,to,O,TO
15252,sentence : 783,enjoy,O,VB
15253,sentence : 783,because,O,IN
15254,sentence : 783,I,O,PRP
15255,sentence : 783,have,O,VBP
15256,sentence : 783,a,O,DT
15257,sentence : 783,real,O,JJ
15258,sentence : 783,job,O,NN
15260,sentence : 784,@Foxy_Shoe_Thief,O,JJ
15261,sentence : 784,*purrs,O,JJ
15262,sentence : 784,long,O,RB
15263,sentence : 784,on,O,IN
15264,sentence : 784,the,O,DT
15265,sentence : 784,inside,O,NN
15267,sentence : 784,moving,O,VBG
15268,sentence : 784,stealthy,O,NN
15269,sentence : 784,like,O,IN
15270,sentence : 784,my,O,PRP$
15271,sentence : 784,pard,O,NN
15272,sentence : 784,taught,O,VBD
15273,sentence : 784,me,O,PRP
15274,sentence : 784,to,O,TO
15275,sentence : 784,do,O,VB
15277,sentence : 784,ears,O,NNS
15278,sentence : 784,pulled,O,VBD
15279,sentence : 784,back,O,RB
15281,sentence : 784,claws,O,VBZ
15282,sentence : 784,out,O,RP
15283,sentence : 784,long*,O,JJ
15284,sentence : 784,@MicahPardKing,O,VBG
15285,sentence : 785,Interesting,O,VBG
15286,sentence : 785,1st,O,CD
15287,sentence : 785,week,O,NN
15288,sentence : 785,of,O,IN
15289,sentence : 785,work,O,NN
15290,sentence : 785,(,O,(
15291,sentence : 785,during,O,IN
15292,sentence : 785,training,O,NN
15293,sentence : 785,),O,)
15294,sentence : 785,1,O,CD
15295,sentence : 785,of,O,IN
15296,sentence : 785,the,O,DT
15297,sentence : 785,6,O,CD
15298,sentence : 785,ppl,O,NN
15299,sentence : 785,decided,O,VBD
15300,sentence : 785,the,O,DT
15301,sentence : 785,job,O,NN
15302,sentence : 785,wasnt,O,NN
15303,sentence : 785,for,O,IN
15304,sentence : 785,her,O,PRP$
15306,sentence : 785,and,O,CC
15307,sentence : 785,the,O,DT
15308,sentence : 785,firm,O,NN
15309,sentence : 785,decided,O,VBD
15310,sentence : 785,to,O,TO
15311,sentence : 785,let,O,VB
15312,sentence : 785,go,O,VB
15313,sentence : 785,another,O,DT
15314,sentence : 785,guy,O,NN
15316,sentence : 786,Lindsay,B,NNP
15317,sentence : 786,Lohan,I,NNP
15318,sentence : 786,allegedly,O,RB
15319,sentence : 786,failed,O,VBD
15320,sentence : 786,her,O,PRP
15321,sentence : 786,drug,O,NN
15322,sentence : 786,test,O,NN
15324,sentence : 786,So,O,RB
15325,sentence : 786,not,O,RB
15326,sentence : 786,fetch,O,VB
15328,sentence : 786,Quick,O,NNP
15330,sentence : 786,let,O,VB
15331,sentence : 786,'s,O,POS
15332,sentence : 786,all,O,DT
15333,sentence : 786,put,O,VBD
15334,sentence : 786,on,O,IN
15335,sentence : 786,our,O,PRP$
15336,sentence : 786,shocked,O,JJ
15337,sentence : 786,faces,O,VBZ
15338,sentence : 786,that,O,IN
15339,sentence : 786,23,O,CD
15340,sentence : 786,days,O,NNS
15341,sentence : 786,of,O,IN
15342,sentence : 786,rehab,O,NN
15343,sentence : 786,didn't,O,NN
15344,sentence : 786,work,O,NN
15346,sentence : 787,Soulja,B,NNP
15347,sentence : 787,Boy,I,NNP
15348,sentence : 787,|,O,NNP
15349,sentence : 787,TheDeAndreWay,O,NNP
15351,sentence : 787,com,O,NN
15353,sentence : 787,The,O,DT
15354,sentence : 787,DeAndre,O,NNP
15355,sentence : 787,Way,O,NNP
15356,sentence : 787,in,O,IN
15357,sentence : 787,stores,O,NNS
15358,sentence : 787,Nov,O,NNP
15359,sentence : 787,2,O,CD
15361,sentence : 787,2010,O,CD
15362,sentence : 787,souljaboytellem-iga.ning.com,O,JJ
15363,sentence : 787,via,O,IN
15364,sentence : 787,@SouljaBoy,O,NN
15366,sentence : 787,#Blessed,O,VBN
15367,sentence : 788,nightmare,B,NN
15368,sentence : 788,before,I,IN
15369,sentence : 788,christmas,I,JJ
15371,sentence : 789,@henryandfriends,O,VBZ
15372,sentence : 789,ooh,O,VBP
15373,sentence : 789,that,O,IN
15374,sentence : 789,sounds,O,VBZ
15375,sentence : 789,lovely,O,RB
15376,sentence : 789,:),O,JJ
15377,sentence : 789,we,O,PRP
15378,sentence : 789,had,O,VBD
15379,sentence : 789,lots,O,NNS
15380,sentence : 789,sunshine,O,JJ
15381,sentence : 789,2-,O,JJ
15382,sentence : 789,hope,O,NN
15383,sentence : 789,it,O,PRP
15384,sentence : 789,stays,O,VBZ
15385,sentence : 789,4,O,CD
15386,sentence : 789,tomo,O,NN
15387,sentence : 789,when,O,WRB
15388,sentence : 789,we,O,PRP
15389,sentence : 789,going,O,VBG
15390,sentence : 789,to,O,TO
15391,sentence : 789,do,O,VB
15392,sentence : 789,the,O,DT
15393,sentence : 789,doggie,O,NN
15394,sentence : 789,show,O,NN
15395,sentence : 789,*paws,O,VBZ
15396,sentence : 789,x-d*,O,JJ
15398,sentence : 789,x,O,JJ
15399,sentence : 789,x,O,JJ
15400,sentence : 790,@MrzEndy,O,NNP
15401,sentence : 790,tru,O,NN
15402,sentence : 790,tru,O,NN
15403,sentence : 790,I,O,PRP
15404,sentence : 790,'m,O,VBP
15405,sentence : 790,leavin,O,JJ
15406,sentence : 790,again,O,RB
15407,sentence : 790,on,O,IN
15408,sentence : 790,Tuesday,O,NNP
15409,sentence : 790,yo,O,MD
15410,sentence : 791,Not,O,RB
15411,sentence : 791,much,O,JJ
15412,sentence : 791,Twitter,B,NNP
15413,sentence : 791,action,O,NN
15414,sentence : 791,here,O,RB
15415,sentence : 791,tonight,O,VBD
15416,sentence : 791,or,O,CC
15417,sentence : 791,morning,O,NN
15418,sentence : 791,from,O,IN
15419,sentence : 791,you,O,PRP
15420,sentence : 791,southern,O,JJ
15421,sentence : 791,lot,O,NN
15423,sentence : 792,RT,O,NNP
15424,sentence : 792,@ThePredator48,O,NN
15426,sentence : 792,I,O,PRP
15427,sentence : 792,need,O,VBP
15428,sentence : 792,all,O,DT
15429,sentence : 792,my,O,PRP$
15430,sentence : 792,followers,O,NNS
15431,sentence : 792,2,O,CD
15432,sentence : 792,bring,O,VBG
15433,sentence : 792,a,O,DT
15434,sentence : 792,new,O,JJ
15435,sentence : 792,children,O,NNS
15436,sentence : 792,'s,O,POS
15437,sentence : 792,book,O,NN
15438,sentence : 792,to,O,TO
15439,sentence : 792,the,O,DT
15440,sentence : 792,game,O,NN
15441,sentence : 792,this,O,DT
15442,sentence : 792,Sunday,O,NNP
15443,sentence : 792,for,O,IN
15444,sentence : 792,the,O,DT
15445,sentence : 792,@WRFoundation,O,NN
15446,sentence : 792,Redskins,O,NNP
15447,sentence : 792,read,O,VBD
15448,sentence : 792,boo,O,NN
15450,sentence : 793,@rattleknackers,O,NNS
15451,sentence : 793,amusing,O,VBG
15452,sentence : 793,?,O,.
15453,sentence : 793,This,O,DT
15454,sentence : 793,is,O,VBZ
15455,sentence : 793,some,O,DT
15456,sentence : 793,of,O,IN
15457,sentence : 793,the,O,DT
15458,sentence : 793,greatest,O,JJS
15459,sentence : 793,music,O,NN
15460,sentence : 793,of,O,IN
15461,sentence : 793,all,O,DT
15462,sentence : 793,time,O,NN
15464,sentence : 793,my,O,PRP$
15465,sentence : 793,foot,O,NN
15466,sentence : 793,hasn't,O,NN
15467,sentence : 793,stopped,O,VBD
15468,sentence : 793,tapping,O,VBG
15469,sentence : 793,all,O,DT
15470,sentence : 793,night,O,NN
15471,sentence : 794,RT,O,NNP
15472,sentence : 794,IF,O,NNP
15473,sentence : 794,U,O,NNP
15474,sentence : 794,GETTN,O,NNP
15475,sentence : 794,FUCKED,O,NNP
15476,sentence : 794,UP,O,NNP
15477,sentence : 794,TONIGHT,O,NNP
15479,sentence : 795,RT,O,NNP
15480,sentence : 795,@DaisyCottageIRL,O,NN
15482,sentence : 795,#FridayTwiz,O,NN
15483,sentence : 795,Q10,O,NNP
15484,sentence : 795,What,O,WP
15485,sentence : 795,is,O,VBZ
15486,sentence : 795,a,O,DT
15487,sentence : 795,Cruciverbalist,O,NN
15488,sentence : 795,?,O,.
15489,sentence : 795,Answer,O,NN
15491,sentence : 795,someone,O,NN
15492,sentence : 795,with,O,IN
15493,sentence : 795,WAY,O,NNP
15494,sentence : 795,too,O,RB
15495,sentence : 795,much,O,JJ
15496,sentence : 795,time,O,NN
15497,sentence : 795,on,O,IN
15498,sentence : 795,their,O,PRP$
15499,sentence : 795,hands,O,NNS
15501,sentence : 795,#ShouldTakeUpDarning,O,VBG
15502,sentence : 796,RT,O,NNP
15503,sentence : 796,@HRosenfelder,O,NNP
15505,sentence : 796,Educate,O,NN
15506,sentence : 796,yourself,O,PRP
15507,sentence : 796,about,O,IN
15508,sentence : 796,long-term,O,JJ
15509,sentence : 796,care,O,NN
15510,sentence : 796,by,O,IN
15511,sentence : 796,going,O,VBG
15512,sentence : 796,to,O,TO
15513,sentence : 796,http://www.ltcfp.com,O,VB
15515,sentence : 796,#financial,O,JJ
15516,sentence : 797,RT,O,NNP
15517,sentence : 797,@jjburdett,O,NN
15519,sentence : 797,Most,O,RBS
15520,sentence : 797,Important,O,JJ
15521,sentence : 797,Election,O,NN
15522,sentence : 797,in,O,IN
15523,sentence : 797,years,O,NNS
15525,sentence : 797,RECLAMATION,O,NN
15527,sentence : 797,@marcorubio,O,JJ
15528,sentence : 797,@sharronangle,O,NNP
15529,sentence : 797,@seanbielat,O,NNP
15530,sentence : 798,Pxleyes,B,NNP
15531,sentence : 798,Top,O,NNP
15532,sentence : 798,50,O,CD
15533,sentence : 798,Photography,O,NNP
15534,sentence : 798,Contest,O,NNP
15535,sentence : 798,Pictures,O,NNPS
15536,sentence : 798,of,O,IN
15537,sentence : 798,August,O,NNP
15538,sentence : 798,2010,O,CD
15540,sentence : 798,http://bit.ly/bgCyZ0,O,NN
15541,sentence : 798,#photography,O,NN
15542,sentence : 799,I,O,PRP
15543,sentence : 799,didn't,O,VBP
15544,sentence : 799,know,O,VB
15545,sentence : 799,if,O,IN
15546,sentence : 799,you,O,PRP
15547,sentence : 799,rub,O,VBP
15548,sentence : 799,your,O,PRP$
15549,sentence : 799,eye,O,NN
15550,sentence : 799,for,O,IN
15551,sentence : 799,a,O,DT
15552,sentence : 799,long,O,JJ
15553,sentence : 799,time,O,NN
15554,sentence : 799,you,O,PRP
15555,sentence : 799,can,O,MD
15556,sentence : 799,get,O,VB
15557,sentence : 799,cock,O,JJ
15558,sentence : 799,eyed,O,VBN
15559,sentence : 800,RT,O,NNP
15560,sentence : 800,@FTFDband,O,NNP
15561,sentence : 800,NEW,O,NNP
15562,sentence : 800,SONG,O,NNP
15563,sentence : 800,COMING,O,NNP
15564,sentence : 800,THIS,O,NNP
15565,sentence : 800,SUNDAY,O,NNP
15567,sentence : 800,:D,O,NN
15568,sentence : 801,Shopping,O,NNP
15569,sentence : 801,day,O,NN
15570,sentence : 801,with,O,IN
15571,sentence : 801,JC,B,NNP
15573,sentence : 801,so,O,RB
15574,sentence : 801,excited,O,JJ
15576,sentence : 802,@dolemite4,O,JJ
15577,sentence : 802,haha,O,NN
15579,sentence : 802,I,O,PRP
15580,sentence : 802,might,O,MD
15581,sentence : 802,be,O,VB
15582,sentence : 802,comin,O,VBN
15583,sentence : 802,into,O,IN
15584,sentence : 802,town,O,NN
15585,sentence : 802,next,O,JJ
15586,sentence : 802,week,O,NN
15588,sentence : 803,Consider,O,VB
15589,sentence : 803,the,O,DT
15590,sentence : 803,world,O,NN
15591,sentence : 803,'s,O,POS
15592,sentence : 803,top-ranked,O,JJ
15593,sentence : 803,golfer,O,NN
15595,sentence : 803,Tiger,B,NNP
15596,sentence : 803,Woods,I,NNP
15598,sentence : 803,If,O,IN
15599,sentence : 803,a,O,DT
15600,sentence : 803,guy,O,NN
15601,sentence : 803,who,O,WP
15602,sentence : 803,can,O,MD
15603,sentence : 803,rake,O,VB
15604,sentence : 803,in,O,IN
15605,sentence : 803,a,O,DT
15606,sentence : 803,billion,O,CD
15607,sentence : 803,dollars,O,NNS
15608,sentence : 803,in,O,IN
15609,sentence : 803,a,O,DT
15610,sentence : 803,year,O,NN
15611,sentence : 803,can,O,MD
15612,sentence : 803,also,O,RB
15614,sentence : 803,http://bit.ly/94sBNr,O,VBZ
15615,sentence : 804,super,B,JJ
15616,sentence : 804,nintendo,I,JJ
15617,sentence : 804,sega,B,JJ
15618,sentence : 804,genesis,I,NN
15620,sentence : 804,when,O,WRB
15621,sentence : 804,i,O,NN
15622,sentence : 804,was,O,VBD
15623,sentence : 804,dead,O,JJ
15624,sentence : 804,broke,O,VBD
15625,sentence : 804,man,O,NN
15626,sentence : 804,i,O,NN
15627,sentence : 804,couldn't,O,VBP
15628,sentence : 804,picture,O,NN
15629,sentence : 804,this,O,DT
15631,sentence : 804,#nowplaying,O,VBG
15632,sentence : 804,Juicy,O,NN
15633,sentence : 804,by,O,IN
15634,sentence : 804,Biggie,O,NNP
15635,sentence : 805,Morning,O,NNP
15637,sentence : 805,I,O,PRP
15638,sentence : 805,really,O,RB
15639,sentence : 805,never,O,RB
15640,sentence : 805,enjoy,O,VB
15641,sentence : 805,to,O,TO
